-0.42;-0.09;1.01;-0.42;-0.07;1;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.1;1.01;-0.43;-0.09;1.01;-0.42;-0.12;1.02;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.09;1;-0.42;-0.07;1.01;-0.43;-0.09;1.01;-0.42;-0.07;1.02;-0.43;-0.09;1.01;-0.42;-0.09;1.02;-0.42;-0.09;1.02;-0.43;-0.08;1.01;-0.42;-0.09;1.01;-0.42;-0.09;1.03;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.09;1.01;-0.42;-0.07;1.02;-0.42;-0.09;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.06;1.02;-0.43;-0.09;1.02;-0.42;-0.07;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1.02;-0.42;-0.07;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.06;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.01;0;0;0
-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.06;1.02;-0.43;-0.09;1.02;-0.42;-0.07;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1.02;-0.42;-0.07;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.06;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.03;-0.42;-0.07;1;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.09;1.01;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;0;0;0
-0.43;-0.08;1.02;-0.43;-0.07;1.03;-0.42;-0.07;1;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.09;1.01;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.02;-0.42;-0.08;1.01;-0.44;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.42;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.01;-0.43;-0.06;1.02;-0.43;-0.11;1.01;-0.43;-0.07;1.02;-0.43;-0.1;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;0;0;0
-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.02;-0.42;-0.08;1.01;-0.44;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.42;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.01;-0.43;-0.06;1.02;-0.43;-0.11;1.01;-0.43;-0.07;1.02;-0.43;-0.1;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.1;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.06;1.02;-0.43;-0.08;1.02;-0.42;-0.1;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;0;0;0
-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.1;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.06;1.02;-0.43;-0.08;1.02;-0.42;-0.1;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.07;1.01;-0.43;-0.08;1.01;-0.42;-0.07;1.02;-0.42;-0.07;1.02;-0.44;-0.11;1.01;-0.42;-0.09;1.01;-0.43;-0.1;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.06;1.01;-0.43;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.42;-0.08;1.02;-0.43;-0.1;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.06;1.01;-0.42;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.1;1.02;-0.42;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.02;0;0;0
-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.07;1.01;-0.43;-0.08;1.01;-0.42;-0.07;1.02;-0.42;-0.07;1.02;-0.44;-0.11;1.01;-0.42;-0.09;1.01;-0.43;-0.1;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.06;1.01;-0.43;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.42;-0.08;1.02;-0.43;-0.1;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.06;1.01;-0.42;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.1;1.02;-0.42;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.43;-0.09;1.02;-0.42;-0.09;1.01;-0.43;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.1;1.02;-0.43;-0.07;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.01;-0.42;-0.07;1.01;-0.43;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1.04;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.1;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.09;1.02;-0.42;-0.09;1.01;0;0;0
-0.43;-0.09;1.02;-0.42;-0.09;1.01;-0.43;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.1;1.02;-0.43;-0.07;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.01;-0.42;-0.07;1.01;-0.43;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1.04;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.1;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.09;1.02;-0.42;-0.09;1.01;-0.43;-0.09;1.01;-0.42;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.02;-0.43;-0.09;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.42;-0.09;1.01;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.1;1.02;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.1;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.02;0;0;0
-0.43;-0.09;1.01;-0.42;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.02;-0.43;-0.09;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.42;-0.09;1.01;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.1;1.02;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.1;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.06;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.09;1.01;-0.42;-0.07;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1;-0.43;-0.08;1.01;-0.42;-0.09;1.03;-0.43;-0.09;1.01;-0.43;-0.07;1.02;0;0;0
-0.43;-0.06;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.09;1.01;-0.42;-0.07;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1;-0.43;-0.08;1.01;-0.42;-0.09;1.03;-0.43;-0.09;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.01;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.09;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.07;1.03;-0.42;-0.08;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.01;0;0;0
-0.43;-0.07;1.02;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.08;1.01;-0.43;-0.07;1.01;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.01;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.09;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.07;1.03;-0.42;-0.08;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.42;-0.08;1.01;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.08;1.01;-0.42;-0.06;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.06;1.02;-0.43;-0.06;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.06;1.01;-0.43;-0.06;1.01;-0.42;-0.07;1.02;-0.43;-0.06;1.02;-0.43;-0.05;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.06;1.02;-0.42;-0.06;1.01;-0.43;-0.06;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1;-0.42;-0.06;1.01;-0.42;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.06;1.02;-0.42;-0.08;1.01;-0.42;-0.06;1.02;-0.43;-0.07;1.01;-0.43;-0.09;1.02;-0.43;-0.07;1.01;0;0;0
-0.42;-0.06;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.06;1.02;-0.43;-0.06;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.06;1.01;-0.43;-0.06;1.01;-0.42;-0.07;1.02;-0.43;-0.06;1.02;-0.43;-0.05;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.06;1.02;-0.42;-0.06;1.01;-0.43;-0.06;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1;-0.42;-0.06;1.01;-0.42;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.06;1.02;-0.42;-0.08;1.01;-0.42;-0.06;1.02;-0.43;-0.07;1.01;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.42;-0.06;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.42;-0.06;1.02;-0.43;-0.06;1.02;-0.42;-0.09;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.03;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.1;1.03;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.01;-0.43;-0.08;1.02;0;0;0
-0.43;-0.08;1.02;-0.42;-0.06;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.42;-0.06;1.02;-0.43;-0.06;1.02;-0.42;-0.09;1.02;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.02;-0.43;-0.07;1.01;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.03;-0.43;-0.08;1.02;-0.43;-0.08;1.01;-0.42;-0.07;1.01;-0.43;-0.07;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.01;-0.42;-0.1;1.03;-0.43;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.07;1.02;-0.42;-0.09;1.01;-0.43;-0.08;1.02;-0.42;-0.07;1.02;-0.43;-0.08;1.01;-0.42;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.09;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.09;1.02;-0.43;-0.07;1.01;-0.42;-0.07;1.01;-0.43;-0.1;1.03;-0.42;-0.09;1.02;-0.42;-0.08;1.01;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.02;-0.43;-0.08;1.02;-0.42;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.09;1.02;-0.43;-0.09;1.02;-0.42;-0.08;1.02;-0.43;-0.09;1.02;-0.43;-0.08;1.02;-0.42;-0.07;1.01;-0.42;-0.09;1.01;-0.43;-0.09;1.02;-0.43;-0.1;1.02;-0.42;-0.09;1.01;-0.42;-0.08;1.01;-0.42;-0.09;1.02;-0.43;-0.08;1.02;-0.43;-0.09;1.01;-0.43;-0.08;1.01;-0.43;-0.09;1.01;-0.42;-0.09;1.02;-0.43;-0.09;1.01;-0.42;-0.08;1.02;-0.42;-0.09;1.02;0;0;0
